client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
11577,3,98,0,0,0,2022-08-02
11578,1,215,0,0,1,2022-08-30
11579,1,323,0,0,1,2022-08-15
11580,4,270,4,0,0,2022-08-28
11581,2,303,2,1,1,2022-08-11
11582,1,137,0,0,0,2022-08-02
11583,1,47,0,0,0,2022-08-11
11584,2,258,3,1,1,2022-08-10
11585,2,562,3,1,1,2022-08-27
11586,3,218,1,1,1,2022-08-22
11587,1,178,2,1,1,2022-08-31
11588,1,174,3,0,1,2022-08-22
11589,1,160,6,1,1,2022-08-31
11590,1,252,1,0,0,2022-08-01
11591,2,366,3,1,1,2022-08-18
11592,2,177,0,0,1,2022-08-15
11593,5,101,2,1,0,2022-08-28
11594,1,744,2,0,1,2022-08-27
11595,3,245,0,0,1,2022-08-20
11596,4,239,0,0,1,2022-08-20
11597,1,6,0,0,0,2022-08-04
11598,2,148,0,0,0,2022-08-02
11599,1,6,3,0,0,2022-08-30
11600,2,370,1,0,0,2022-08-13
11601,5,440,2,0,0,2022-08-02
11602,3,145,2,1,0,2022-08-06
11603,1,362,1,1,1,2022-08-21
11604,2,182,6,0,0,2022-08-17
11605,1,195,0,0,0,2022-08-29
11606,1,361,4,0,0,2022-08-08
11607,1,265,1,1,1,2022-08-09
11608,1,324,0,0,1,2022-08-16
11609,1,1087,1,1,1,2022-08-14
11610,1,242,5,1,1,2022-08-02
11611,1,97,0,0,1,2022-08-01
11612,1,11,0,0,0,2022-08-03
11613,2,273,1,0,0,2022-08-14
11614,1,245,0,0,1,2022-08-02
11615,1,188,3,1,0,2022-08-22
11616,1,412,0,0,1,2022-08-06
11617,1,447,1,0,1,2022-08-17
11618,1,1064,1,1,1,2022-08-01
11619,1,192,1,0,0,2022-08-30
11620,1,372,2,1,1,2022-08-26
11621,1,122,0,0,0,2022-08-07
11622,1,261,3,1,1,2022-08-09
11623,2,168,0,0,0,2022-08-28
11624,2,365,1,1,0,2022-08-14
11625,1,164,0,0,1,2022-08-11
11626,3,356,1,1,1,2022-08-03
11627,1,6,0,0,0,2022-08-14
11628,2,317,1,0,1,2022-08-23
11629,2,244,3,1,1,2022-08-06
11630,2,170,0,0,0,2022-08-03
11631,1,1363,0,0,1,2022-08-16
11632,1,61,0,0,0,2022-08-30
11633,1,425,2,1,1,2022-08-15
11634,1,233,1,1,1,2022-08-16
11635,1,237,4,1,1,2022-08-11
11636,8,144,2,0,0,2022-08-28
11637,1,370,4,1,1,2022-08-02
11638,2,248,3,1,1,2022-08-18
11639,3,443,0,0,0,2022-08-26
11640,2,765,3,1,1,2022-08-19
11641,3,222,2,1,1,2022-08-03
11642,1,176,2,0,0,2022-08-01
11643,1,345,3,0,1,2022-08-08
11644,1,295,2,1,1,2022-08-05
11645,1,192,2,0,0,2022-08-20
11646,1,350,2,1,1,2022-08-28
11647,1,176,1,0,0,2022-08-01
11648,3,175,3,1,1,2022-08-10
11649,1,411,0,0,1,2022-08-07
11650,1,361,0,0,1,2022-08-11
11651,3,1226,0,0,1,2022-08-30
11652,2,504,3,1,1,2022-08-16
11653,3,312,1,1,1,2022-08-28
11654,2,187,0,0,0,2022-08-13
11655,1,265,3,1,1,2022-08-29
11656,1,126,1,0,0,2022-08-22
11657,1,18,1,1,0,2022-08-06
11658,1,201,2,1,1,2022-08-06
11659,2,157,0,0,0,2022-08-11
11660,1,261,1,1,1,2022-08-25
11661,1,461,0,0,1,2022-08-25
11662,4,222,0,0,1,2022-08-20
11663,1,633,1,1,1,2022-08-31
11664,6,308,0,0,1,2022-08-25
11665,1,183,0,0,0,2022-08-22
11666,6,394,0,0,1,2022-08-07
11667,6,177,3,1,1,2022-08-19
11668,1,75,0,0,0,2022-08-29
11669,1,166,1,0,0,2022-08-23
11670,4,161,0,0,0,2022-08-11
11671,1,9,0,0,0,2022-08-06
11672,3,211,2,1,1,2022-08-13
11673,1,12,0,0,0,2022-08-05
11674,2,318,0,0,1,2022-08-12
11675,2,143,2,0,0,2022-08-15
11676,3,140,0,0,0,2022-08-12
11677,3,239,0,0,1,2022-08-16
11678,3,205,3,1,1,2022-08-18
11679,2,111,1,0,0,2022-08-23
11680,2,200,0,0,0,2022-08-08
11681,4,2035,0,0,1,2022-08-07
11682,3,265,4,1,1,2022-08-11
11683,1,8,0,0,0,2022-08-21
11684,1,6,0,0,0,2022-08-19
11685,4,326,3,1,1,2022-08-20
11686,3,95,3,0,0,2022-08-07
11687,3,171,1,0,0,2022-08-04
11688,7,212,1,1,0,2022-08-24
11689,6,173,1,0,0,2022-08-08
11690,1,45,0,0,0,2022-08-19
11691,1,107,0,0,0,2022-08-30
11692,1,22,0,0,0,2022-08-23
11693,1,6,0,0,0,2022-08-07
11694,1,4,0,0,0,2022-08-13
11695,1,5,1,0,0,2022-08-10
11696,1,10,0,0,0,2022-08-06
11697,16,220,1,0,0,2022-08-08
11698,1,11,0,0,0,2022-08-20
11699,1,5,0,0,0,2022-08-30
11700,1,26,0,0,0,2022-08-14
11701,1,6,0,0,0,2022-08-27
11702,1,5,4,1,0,2022-08-18
11703,1,17,0,0,0,2022-08-14
11704,1,4,0,0,0,2022-08-20
11705,1,3785,0,0,0,2022-08-14
11706,1,26,0,0,0,2022-08-06
11707,1,28,0,0,0,2022-08-13
11708,1,36,0,0,0,2022-08-06
11709,1,193,0,0,0,2022-08-29
11710,1,343,0,0,1,2022-08-06
11711,1,1120,0,0,1,2022-08-23
11712,4,253,0,0,1,2022-08-25
11713,1,241,1,0,0,2022-08-24
11714,1,185,1,0,1,2022-08-29
11715,2,443,2,0,1,2022-08-13
11716,3,634,1,0,1,2022-08-10
11717,1,34,0,0,0,2022-08-06
11718,2,298,0,0,0,2022-08-06
11719,1,27,0,0,0,2022-08-21
11720,5,415,1,1,1,2022-08-22
11721,2,222,0,0,1,2022-09-13
11722,1,1,1,0,0,2022-09-01
11723,1,161,2,0,0,2022-09-01
11724,1,840,2,1,1,2022-09-19
11725,1,269,0,0,1,2022-09-02
11726,1,729,1,0,1,2022-09-09
11727,1,300,1,1,1,2022-09-12
11728,1,222,4,0,0,2022-09-07
11729,1,481,1,0,1,2022-09-03
11730,1,222,0,0,0,2022-09-08
11731,1,193,1,1,1,2022-09-01
11732,1,327,0,0,1,2022-09-06
11733,2,191,3,0,0,2022-09-21
11734,1,663,1,1,0,2022-09-03
11735,2,265,2,1,1,2022-09-02
11736,4,380,0,0,0,2022-09-06
11737,2,691,0,0,0,2022-09-01
11738,2,95,0,0,0,2022-09-14
11739,1,367,2,0,0,2022-09-16
11740,1,150,0,0,0,2022-09-20
11741,3,369,1,1,1,2022-09-04
11742,2,293,2,1,1,2022-09-15
11743,2,532,1,1,1,2022-09-24
11744,1,425,0,0,0,2022-09-14
11745,1,232,2,0,0,2022-09-02
11746,1,20,0,0,0,2022-09-14
11747,1,8,0,0,0,2022-09-03
11748,1,7,0,0,0,2022-09-07
11749,1,10,0,0,0,2022-09-01
11750,1,4,0,0,0,2022-09-17
11751,2,281,1,0,0,2022-09-18
11752,1,1440,1,0,1,2022-09-27
11753,3,291,0,0,1,2022-09-24
11754,2,529,1,1,1,2022-09-01
11755,3,128,2,0,0,2022-09-01
11756,1,173,3,0,0,2022-09-12
11757,1,362,2,1,1,2022-09-25
11758,2,114,1,0,0,2022-09-10
11759,6,97,4,0,0,2022-09-17
11760,1,238,2,0,0,2022-09-28
11761,1,154,0,0,0,2022-09-30
11762,2,799,0,0,1,2022-09-17
11763,1,404,3,1,1,2022-09-16
11764,2,150,3,1,1,2022-09-03
11765,7,206,1,0,0,2022-09-27
11766,2,270,1,1,1,2022-09-01
11767,2,116,0,0,0,2022-09-18
11768,6,110,3,0,0,2022-09-18
11769,2,277,2,1,1,2022-09-05
11770,3,251,4,1,0,2022-09-01
11771,3,240,0,0,0,2022-09-06
11772,2,252,2,1,1,2022-09-06
11773,1,120,3,1,0,2022-09-26
11774,2,789,0,0,0,2022-09-18
11775,1,126,4,1,0,2022-09-05
11776,1,228,2,0,0,2022-09-29
11777,3,490,4,0,0,2022-09-18
11778,3,219,1,1,1,2022-09-17
11779,9,543,1,0,0,2022-09-30
11780,2,841,2,0,1,2022-09-23
11781,2,387,3,1,0,2022-09-01
11782,1,131,0,0,0,2022-09-13
11783,3,109,1,0,0,2022-09-10
11784,2,194,3,0,1,2022-09-24
11785,3,369,0,0,1,2022-09-28
11786,1,36,0,0,0,2022-09-16
11787,1,255,1,1,1,2022-09-16
11788,1,145,2,0,0,2022-09-27
11789,2,127,0,0,0,2022-09-18
11790,1,198,1,0,0,2022-09-12
11791,1,11,1,0,0,2022-09-16
11792,1,136,2,0,0,2022-09-23
11793,5,113,0,0,0,2022-09-28
11794,1,415,2,0,1,2022-09-30
11795,1,908,4,1,1,2022-09-13
11796,3,250,0,0,1,2022-09-20
11797,1,35,0,0,0,2022-09-09
11798,2,125,0,0,0,2022-09-05
11799,7,213,0,0,0,2022-09-13
11800,1,8,0,0,0,2022-09-20
11801,2,164,3,1,0,2022-09-13
11802,1,202,3,0,0,2022-09-17
11803,3,791,0,0,0,2022-09-08
11804,1,272,0,0,0,2022-09-15
11805,1,667,1,0,0,2022-09-09
11806,1,728,2,1,1,2022-09-27
11807,1,314,0,0,1,2022-09-01
11808,1,11,0,0,0,2022-09-24
11809,1,127,2,0,0,2022-09-28
11810,2,1394,1,1,1,2022-09-27
11811,3,386,3,1,1,2022-09-30
11812,3,190,1,1,1,2022-09-16
11813,1,337,1,1,1,2022-09-12
11814,1,179,1,0,0,2022-09-30
11815,1,355,1,0,0,2022-09-26
11816,1,201,0,0,1,2022-09-28
11817,3,120,0,0,0,2022-09-21
11818,5,332,0,0,0,2022-09-26
11819,3,288,0,0,1,2022-09-05
11820,1,638,1,1,1,2022-09-25
11821,1,210,3,1,1,2022-09-18
11822,4,213,2,1,0,2022-09-16
11823,2,149,1,0,0,2022-09-21
11824,2,220,2,1,1,2022-09-04
11825,1,127,2,0,0,2022-09-14
11826,1,210,1,0,0,2022-09-01
11827,1,630,0,0,1,2022-09-14
11828,2,830,0,0,1,2022-09-03
11829,2,708,2,1,1,2022-09-18
11830,1,9,0,0,0,2022-09-20
11831,3,358,1,1,1,2022-09-28
11832,3,606,4,1,1,2022-09-08
11833,2,1081,0,0,1,2022-09-22
11834,1,9,0,0,0,2022-09-07
11835,4,378,0,0,0,2022-09-30
11836,3,284,1,1,1,2022-09-17
11837,3,405,0,0,0,2022-09-14
11838,1,216,2,1,1,2022-09-20
11839,1,261,1,1,1,2022-09-29
11840,1,1405,2,0,1,2022-09-29
11841,1,679,0,0,1,2022-09-21
11842,1,404,1,1,1,2022-09-27
11843,1,530,1,1,1,2022-09-07
11844,4,430,0,0,1,2022-09-09
11845,1,202,0,0,1,2022-09-15
11846,1,156,0,0,0,2022-09-29
11847,1,209,4,1,1,2022-09-21
11848,1,761,0,0,0,2022-09-26
11849,1,263,0,0,0,2022-09-24
11850,1,305,1,0,1,2022-09-29
11851,1,204,1,1,1,2022-09-22
11852,3,167,1,1,1,2022-09-16
11853,2,386,1,1,1,2022-09-04
11854,1,268,3,1,1,2022-09-25
11855,1,1,3,1,0,2022-09-10
11856,5,1042,3,0,1,2022-09-12
11857,4,110,1,1,0,2022-09-12
11858,2,211,2,1,1,2022-09-01
11859,1,255,2,1,1,2022-09-30
11860,2,256,0,0,1,2022-09-11
11861,1,5,0,0,0,2022-09-12
11862,1,69,0,0,0,2022-09-06
11863,2,175,0,0,0,2022-09-21
11864,2,303,0,0,0,2022-09-01
11865,3,258,1,1,0,2022-09-18
11866,7,157,5,1,0,2022-09-15
11867,3,218,2,1,1,2022-09-12
11868,1,502,1,0,0,2022-09-16
11869,3,273,2,0,1,2022-09-15
11870,3,81,4,1,0,2022-09-26
11871,1,363,0,0,1,2022-09-07
11872,1,5,1,0,0,2022-09-06
11873,1,5,0,0,0,2022-09-07
11874,1,10,0,0,0,2022-09-18
11875,1,13,0,0,0,2022-09-05
11876,1,57,0,0,0,2022-09-04
11877,1,473,5,1,1,2022-09-21
11878,1,275,5,0,0,2022-09-12
11879,1,9,0,0,0,2022-09-21
11880,1,5,0,0,0,2022-09-23
11881,1,706,1,1,0,2022-09-30
11882,1,333,2,1,1,2022-09-09
11883,2,358,0,0,1,2022-09-19
11884,3,279,2,1,1,2022-09-30
11885,2,221,1,0,1,2022-09-22
11886,1,211,4,1,1,2022-09-23
11887,1,6,1,0,0,2022-09-25
11888,1,409,1,0,1,2022-09-19
11889,1,230,3,1,1,2022-09-16
11890,1,194,0,0,1,2022-09-19
11891,2,404,2,1,1,2022-09-15
11892,1,380,0,0,0,2022-09-17
11893,1,808,2,0,1,2022-09-06
11894,2,407,1,1,0,2022-09-16
11895,1,340,0,0,1,2022-09-23
11896,2,251,2,1,1,2022-09-05
11897,3,506,0,0,1,2022-09-05
11898,1,1640,0,0,1,2022-09-11
11899,2,396,3,1,1,2022-09-13
11900,1,331,4,0,1,2022-09-25
11901,1,161,1,0,0,2022-09-25
11902,1,316,2,1,1,2022-09-30
11903,1,200,1,1,1,2022-09-12
11904,2,953,0,0,1,2022-09-12
11905,1,173,0,0,0,2022-09-08
11906,3,511,1,1,1,2022-09-11
11907,1,110,1,0,0,2022-09-08
11908,1,216,0,0,1,2022-09-05
11909,2,213,1,1,1,2022-09-04
11910,2,214,0,0,0,2022-09-25
11911,1,7,0,0,0,2022-09-30
11912,2,161,4,1,1,2022-09-26
11913,2,251,1,1,0,2022-09-17
11914,1,173,0,0,1,2022-09-15
11915,1,225,1,1,1,2022-09-12
11916,2,143,1,0,1,2022-09-12
11917,3,574,0,0,1,2022-09-03
11918,1,228,1,0,0,2022-09-26
11919,1,193,0,0,1,2022-09-02
11920,1,463,0,0,1,2022-09-24
11921,3,270,1,0,1,2022-09-11
11922,1,303,1,0,1,2022-09-29
11923,1,319,0,0,1,2022-09-19
11924,1,190,0,0,1,2022-09-03
11925,1,234,0,0,0,2022-09-23
11926,1,414,3,0,1,2022-09-29
11927,5,452,1,1,1,2022-09-03
11928,2,79,0,0,0,2022-09-28
11929,3,147,0,0,0,2022-09-21
11930,1,954,0,0,1,2022-09-09
11931,2,327,0,0,1,2022-09-30
11932,2,1334,0,0,1,2022-09-16
11933,2,152,0,0,0,2022-09-26
11934,4,294,3,1,1,2022-09-28
11935,3,285,1,0,1,2022-09-19
11936,1,374,0,0,1,2022-09-23
11937,5,164,3,1,1,2022-09-03
11938,1,328,1,0,1,2022-09-08
11939,3,284,1,0,1,2022-09-20
11940,4,155,1,0,0,2022-09-19
11941,1,231,0,0,1,2022-09-24
11942,2,336,1,1,1,2022-09-21
11943,1,185,0,0,1,2022-09-21
11944,1,9,0,0,0,2022-09-06
11945,1,6,0,0,0,2022-09-04
11946,1,84,0,0,0,2022-09-14
11947,1,263,3,1,1,2022-09-26
11948,1,175,1,1,1,2022-09-25
11949,2,208,0,0,1,2022-09-09
11950,1,397,2,0,1,2022-09-03
11951,1,569,0,0,1,2022-09-11
11952,1,155,1,1,1,2022-09-25
11953,1,183,5,1,1,2022-09-21
11954,1,182,3,1,1,2022-09-21
11955,2,396,0,0,1,2022-09-19
11956,4,718,3,0,0,2022-09-19
11957,2,62,1,0,0,2022-09-30
11958,1,155,1,0,0,2022-09-20
11959,1,318,4,1,0,2022-09-22
11960,1,744,0,0,1,2022-09-14
11961,1,261,0,0,0,2022-09-14
11962,2,180,2,1,0,2022-09-02
11963,1,333,0,0,0,2022-09-20
11964,1,84,2,0,0,2022-09-23
11965,1,337,1,1,1,2022-09-26
11966,1,209,0,0,1,2022-09-29
11967,2,409,2,1,1,2022-09-03
11968,1,145,1,0,0,2022-09-24
11969,2,156,0,0,1,2022-09-10
11970,2,103,0,0,0,2022-09-06
11971,1,244,1,1,1,2022-09-10
11972,1,317,2,0,0,2022-09-03
11973,2,272,0,0,1,2022-09-16
11974,1,447,2,0,0,2022-09-19
11975,1,112,2,0,0,2022-09-13
11976,2,390,0,0,0,2022-09-20
11977,2,217,0,0,0,2022-09-02
11978,1,405,3,0,0,2022-09-20
11979,1,150,0,0,0,2022-09-16
11980,1,245,0,0,0,2022-09-09
11981,4,272,1,1,1,2022-09-27
11982,1,134,0,0,0,2022-09-24
11983,4,133,1,0,0,2022-09-03
11984,2,173,4,0,1,2022-09-01
11985,3,157,0,0,0,2022-09-01
11986,2,349,4,0,0,2022-09-14
11987,2,232,1,1,1,2022-09-26
11988,2,224,1,0,1,2022-09-17
11989,9,246,2,0,0,2022-09-07
11990,1,249,3,1,1,2022-09-07
11991,1,395,0,0,1,2022-09-01
11992,1,732,0,0,1,2022-09-23
11993,1,618,1,0,0,2022-09-07
11994,1,19,0,0,0,2022-09-08
11995,1,6,0,0,0,2022-09-10
11996,5,262,3,1,1,2022-09-22
11997,5,157,0,0,0,2022-09-28
11998,2,188,0,0,1,2022-09-30
11999,2,169,0,0,0,2022-09-28
12000,4,132,3,1,0,2022-09-18
12001,4,290,0,0,0,2022-09-05
12002,2,156,1,0,0,2022-09-14
12003,3,379,0,0,0,2022-09-21
12004,4,1616,1,1,0,2022-09-05
12005,2,162,2,0,0,2022-09-23
12006,1,1298,0,0,1,2022-09-08
12007,2,315,0,0,1,2022-09-08
12008,4,990,0,0,0,2022-09-06
12009,1,6,0,0,0,2022-09-12
12010,1,104,2,0,0,2022-09-15
12011,2,237,0,0,0,2022-09-28
12012,2,282,1,1,1,2022-09-17
12013,2,600,3,1,1,2022-09-08
12014,1,13,0,0,0,2022-09-21
12015,1,21,1,0,0,2022-09-21
12016,2,242,1,0,0,2022-09-30
12017,2,110,2,0,0,2022-09-14
12018,2,201,0,0,0,2022-09-23
12019,1,232,2,1,1,2022-09-13
12020,3,245,0,0,1,2022-09-10
12021,1,211,1,0,0,2022-09-03
12022,1,678,1,1,1,2022-09-25
12023,1,845,3,1,1,2022-09-10
12024,2,197,0,0,0,2022-10-23
12025,2,131,1,1,0,2022-10-10
12026,1,142,0,0,0,2022-10-14
12027,1,143,2,0,0,2022-10-10
12028,1,164,3,0,0,2022-10-21
12029,1,278,0,0,0,2022-10-25
12030,1,161,3,0,0,2022-10-14
12031,1,5,0,0,0,2022-10-16
12032,1,9,0,0,0,2022-10-27
12033,1,10,0,0,0,2022-10-02
12034,1,311,1,1,1,2022-10-11
12035,1,486,0,0,1,2022-10-15
12036,1,649,0,0,1,2022-10-02
12037,1,808,0,0,1,2022-10-12
12038,1,608,2,0,1,2022-10-31
12039,1,261,0,0,0,2022-10-19
12040,2,275,0,0,1,2022-10-01
12041,1,48,0,0,0,2022-10-09
12042,2,391,1,1,1,2022-10-19
12043,2,229,2,1,1,2022-10-28
12044,1,541,2,0,0,2022-10-03
12045,1,218,0,0,1,2022-10-15
12046,2,691,4,0,0,2022-10-16
12047,3,1020,3,0,0,2022-10-18
12048,2,1246,0,0,1,2022-10-22
12049,2,604,0,0,0,2022-10-24
12050,2,197,0,0,0,2022-10-12
12051,4,138,0,0,0,2022-10-22
12052,3,236,1,1,1,2022-10-11
12053,1,116,1,1,0,2022-10-13
12054,1,122,3,0,0,2022-10-10
12055,1,118,0,0,0,2022-10-07
12056,3,73,0,0,0,2022-10-11
12057,1,194,0,0,1,2022-10-12
12058,1,146,1,0,0,2022-10-31
12059,1,319,2,1,1,2022-10-28
12060,1,437,1,0,1,2022-10-09
12061,1,512,4,0,0,2022-10-13
12062,1,282,0,0,0,2022-10-18
12063,1,272,3,0,0,2022-10-07
12064,2,309,1,0,0,2022-10-09
12065,2,375,2,0,0,2022-10-06
12066,2,251,1,1,1,2022-10-09
12067,2,135,2,0,0,2022-10-05
12068,2,369,1,0,1,2022-10-17
12069,2,363,3,1,1,2022-10-04
12070,2,133,1,0,0,2022-10-30
12071,2,401,0,0,1,2022-10-03
12072,2,317,3,1,0,2022-10-01
12073,1,162,0,0,0,2022-10-27
12074,1,291,3,0,0,2022-10-28
12075,1,450,1,1,1,2022-10-31
12076,1,195,3,0,0,2022-10-31
12077,1,278,0,0,1,2022-10-26
12078,2,123,2,0,0,2022-10-15
12079,2,110,0,0,0,2022-10-12
12080,2,252,2,1,1,2022-10-25
12081,1,165,1,1,1,2022-10-01
12082,1,485,1,1,0,2022-10-30
12083,1,160,0,0,0,2022-10-22
12084,1,251,1,0,0,2022-10-19
12085,1,79,2,0,0,2022-10-02
12086,1,4,1,1,0,2022-10-20
12087,2,34,0,0,0,2022-10-02
12088,2,383,2,0,1,2022-10-29
12089,2,185,0,0,0,2022-10-06
12090,4,146,0,0,0,2022-10-19
12091,3,137,3,0,0,2022-10-02
12092,1,4,0,0,0,2022-10-24
12093,1,54,1,0,0,2022-10-06
12094,1,114,0,0,0,2022-10-17
12095,4,203,2,1,1,2022-10-22
12096,1,362,0,0,1,2022-10-31
12097,1,187,4,1,1,2022-10-07
12098,1,166,0,0,0,2022-10-13
12099,1,242,2,1,0,2022-10-15
12100,1,253,2,0,1,2022-10-12
12101,1,323,0,0,1,2022-10-03
12102,1,143,0,0,0,2022-10-25
12103,1,250,1,0,0,2022-10-19
12104,2,146,3,0,0,2022-10-29
12105,3,209,1,0,1,2022-10-14
12106,2,130,2,0,0,2022-10-06
12107,1,5,0,0,0,2022-10-15
12108,1,169,3,1,1,2022-10-05
12109,1,216,3,1,1,2022-10-28
12110,1,190,3,1,1,2022-10-16
12111,1,194,2,1,1,2022-10-15
12112,1,6,1,0,0,2022-10-16
12113,2,252,2,1,1,2022-10-28
12114,2,357,1,0,0,2022-10-15
12115,2,133,0,0,0,2022-10-31
12116,3,119,0,0,0,2022-10-25
12117,3,99,0,0,0,2022-10-22
12118,2,192,2,1,0,2022-10-02
12119,1,585,3,1,1,2022-10-20
12120,1,326,0,0,1,2022-10-31
12121,1,235,0,0,0,2022-10-11
12122,1,491,3,1,1,2022-10-18
12123,2,246,0,0,1,2022-10-03
12124,6,317,1,1,0,2022-10-28
12125,1,301,1,1,1,2022-10-10
12126,2,174,1,1,0,2022-10-25
12127,1,322,0,0,0,2022-10-07
12128,1,509,0,0,1,2022-10-30
12129,3,219,1,0,0,2022-10-08
12130,2,786,0,0,0,2022-10-06
12131,4,72,1,0,0,2022-10-16
12132,2,181,1,0,0,2022-10-16
12133,1,158,1,0,0,2022-10-26
12134,2,212,2,1,0,2022-10-25
12135,1,6,0,0,0,2022-10-02
12136,2,187,3,1,1,2022-10-08
12137,4,106,0,0,0,2022-10-13
12138,3,1176,2,1,1,2022-10-10
12139,4,130,2,0,0,2022-10-14
12140,1,209,0,0,0,2022-10-03
12141,1,567,1,1,1,2022-10-06
12142,1,333,1,0,0,2022-10-23
12143,1,310,1,0,1,2022-10-13
12144,1,464,2,1,1,2022-10-20
12145,1,509,1,1,1,2022-10-17
12146,1,252,0,0,1,2022-10-09
12147,5,170,0,0,0,2022-10-02
12148,1,526,0,0,1,2022-10-30
12149,1,222,0,0,1,2022-10-05
12150,2,180,0,0,0,2022-10-16
12151,3,102,2,1,0,2022-10-13
12152,3,95,0,0,0,2022-10-22
12153,3,767,0,0,1,2022-10-22
12154,4,138,1,1,0,2022-10-08
12155,2,338,0,0,0,2022-10-01
12156,2,159,1,0,0,2022-10-28
12157,3,133,2,0,0,2022-10-17
12158,1,192,1,1,1,2022-10-07
12159,1,218,1,0,0,2022-10-13
12160,2,337,0,0,1,2022-10-02
12161,7,898,2,1,1,2022-10-20
12162,4,178,1,1,1,2022-10-23
12163,1,268,1,0,0,2022-10-24
12164,1,621,2,0,1,2022-10-03
12165,1,7,0,0,0,2022-10-28
12166,1,5,0,0,0,2022-10-19
12167,2,238,2,0,0,2022-10-29
12168,3,487,2,0,1,2022-10-22
12169,2,139,3,0,0,2022-10-20
12170,2,316,2,0,0,2022-10-23
12171,3,150,5,1,1,2022-10-13
12172,1,411,1,0,1,2022-10-29
12173,1,235,1,1,0,2022-10-03
12174,1,453,2,1,1,2022-10-13
12175,2,178,2,1,1,2022-10-03
12176,3,262,0,0,0,2022-10-03
12177,1,1032,1,1,1,2022-10-21
12178,1,759,3,1,1,2022-10-21
12179,2,549,4,1,1,2022-10-31
12180,5,201,1,1,0,2022-10-03
12181,2,330,1,1,1,2022-10-15
12182,2,212,0,0,1,2022-10-25
12183,2,256,1,0,0,2022-10-03
12184,3,339,3,1,1,2022-10-21
12185,3,738,1,1,1,2022-10-06
12186,3,394,1,1,1,2022-10-14
12187,3,716,0,0,1,2022-10-24
12188,1,234,1,1,1,2022-10-08
12189,2,168,0,0,0,2022-10-07
12190,1,380,1,1,1,2022-10-26
12191,3,84,0,0,0,2022-10-27
12192,4,142,1,1,0,2022-10-03
12193,3,554,0,0,1,2022-10-25
12194,2,344,1,1,1,2022-10-19
12195,2,608,2,0,1,2022-10-20
12196,4,92,3,0,0,2022-10-17
12197,2,83,2,0,0,2022-10-10
12198,1,225,3,1,1,2022-10-01
12199,1,189,4,1,0,2022-10-22
12200,1,304,1,1,1,2022-10-15
12201,1,400,2,1,1,2022-10-04
12202,1,182,1,1,1,2022-10-14
12203,1,253,2,1,1,2022-10-09
12204,1,254,3,0,0,2022-10-31
12205,1,324,2,1,0,2022-10-21
12206,2,226,1,0,1,2022-10-29
12207,5,297,0,0,1,2022-10-22
12208,1,215,1,1,1,2022-10-27
12209,1,129,0,0,0,2022-10-27
12210,2,211,3,1,1,2022-10-07
12211,3,293,0,0,0,2022-10-25
12212,1,318,3,1,1,2022-10-17
12213,1,196,2,0,0,2022-10-26
12214,1,604,1,0,1,2022-10-12
12215,4,238,2,0,1,2022-10-11
12216,1,17,0,0,0,2022-10-05
12217,2,701,0,0,1,2022-10-23
12218,1,711,0,0,1,2022-10-31
12219,2,223,0,0,0,2022-10-24
12220,1,882,0,0,1,2022-10-05
12221,1,409,1,1,0,2022-10-08
12222,1,508,0,0,1,2022-10-29
12223,1,184,1,0,1,2022-10-16
12224,2,170,1,0,0,2022-10-15
12225,1,255,1,1,1,2022-10-15
12226,1,258,3,1,1,2022-10-10
12227,1,71,0,0,0,2022-10-11
12228,1,18,1,0,0,2022-11-04
12229,1,188,0,0,1,2022-11-17
12230,1,176,1,0,0,2022-11-07
12231,1,159,3,1,1,2022-11-15
12232,1,240,1,1,0,2022-11-01
12233,1,360,2,1,1,2022-11-09
12234,1,119,3,0,0,2022-11-22
12235,1,230,1,0,0,2022-11-21
12236,1,207,1,1,0,2022-11-17
12237,2,120,4,1,0,2022-11-25
12238,1,137,1,0,0,2022-11-04
12239,1,507,0,0,0,2022-11-17
12240,1,106,0,0,0,2022-11-13
12241,1,148,1,0,0,2022-11-12
12242,1,212,2,0,0,2022-11-25
12243,2,141,0,0,0,2022-11-19
12244,1,742,0,0,1,2022-11-23
12245,2,449,3,1,1,2022-11-10
12246,2,282,1,1,1,2022-11-13
12247,3,354,3,1,0,2022-11-04
12248,1,326,0,0,0,2022-11-18
12249,1,283,7,1,0,2022-11-04
12250,1,301,2,0,0,2022-11-07
12251,3,467,3,0,1,2022-11-15
12252,2,600,3,0,0,2022-11-03
12253,2,334,4,0,1,2022-11-01
12254,2,137,3,1,0,2022-11-14
12255,2,111,0,0,0,2022-11-08
12256,1,394,2,1,1,2022-11-21
12257,2,301,2,1,1,2022-11-17
12258,2,212,6,1,0,2022-11-01
12259,1,228,0,0,0,2022-11-02
12260,1,404,5,1,1,2022-11-18
12261,1,164,1,0,0,2022-11-21
12262,1,182,1,0,0,2022-11-12
12263,2,98,0,0,0,2022-11-26
12264,3,223,2,0,0,2022-11-29
12265,1,134,3,1,0,2022-11-02
12266,1,289,3,1,1,2022-11-20
12267,3,357,2,1,1,2022-11-27
12268,1,482,1,1,1,2022-11-11
12269,1,413,2,1,1,2022-11-26
12270,1,319,3,0,0,2022-11-28
12271,2,414,3,0,0,2022-11-15
12272,2,199,2,0,0,2022-11-21
